"","connection","line"
"1647","008833001/20161014/IC1533","36"
"1648","008885001/20161014/IC3233","94"
"1649","008896008/20161014/IC712","69"
"1650","8811916/20161014/S53384","94"
"1651","008896008/20161014/IC835","66"
"1652","008814308/20161014/IC3235","94"
"1653","008892007/20161014/IC3636","73"
"1654","008883311/20161014/IC3235","94"
"1655","008886546/20161014/L4864","90"
"1656","008883436/20161014/IC3235","94"
"1657","008812005/20161014/IC2236","0"
"1658","008813003/20161014/IC2236","0"
"1659","008814001/20161014/IC2236","50"
"1660","008811106/20161014/S53586","26"
"1661","008863008/20161014/IC938","118"
"1662","008863008/20161014/IC938","118"
"1663","008863008/20161014/IC938","118"
"1664","008812005/20161014/P8305","35"
"1665","008811510/20161014/S86565","161"
"1666","008811601/20161014/S85666","161"
"1667","008813003/20161014/P8305","36"
"1668","008812005/20161014/P8001","50"
"1669","008811510/20161014/S86565","161"
"1670","008811528/20161014/S86565","161"
"1671","008811536/20161014/S86565","161"
"1672","008811544/20161014/S86565","161"
"1673","008813003/20161014/IC437","89"
"1674","008895836/20161014/IC3639","50"
"1675","008895836/20161014/S42166","50"
"1676","008811247/20161014/S23665","36"
"1677","008833001/20161014/IC1515","35"
"1678","008812005/20161014/IC1515","36"
"1679","008813003/20161014/IC1515","0"
"1680","008813003/20161014/IC1515","36"
"1681","008892007/20161014/IC716","75"
"1682","008821006/20161014/IC2617","4"
"1683","008892007/20161014/L862","53"
"1684","008813003/20161014/IC1539","50"
"1685","008892007/20161014/IC716","75"
"1686","008896008/20161014/IC737","59"
"1687","008896008/20161014/IC737","59"
"1688","008812005/20161014/P8304","36"
"1689","008814241/20161014/S11768","124"
"1690","008892007/20161014/IC739","59"
"1691","008814258/20161014/S11768","124"
"1692","008811601/20161014/IC2118","161"
"1693","8892007/20161014/IC3640","73"
"1694","008892007/20161014/IC3640","73"
"1695","008822004/20161014/IC4140","53"
"1696","008894508/20161014/IC1829","59"
"1697","008821006/20161014/L2866","36"
"1698","008895836/20161015/IC2207","50"
"1699","008861119/20161015/L4559","130"
"1700","008819406/20161015/IC3637","36"
"1701","008833050/20161015/IC3637","36"
"1702","008895620/20161015/S61586","123"
"1703","008814001/20161015/IC2240","50"
"1704","008813003/20161015/IC1538","50"
"1705","008892007/20161015/IC538","50A"
"1706","008821121/20161015/IC1839","59"
"1707","008844628/20161015/IC533","50A"
"1708","008894508/20161015/IC1819","59"
"1709","008821196/20161015/IC1819","52"
"1710","008894508/20161015/IC1819","59"
"1711","008821196/20161015/IC1819","52"
"1712","008831401/20161015/L2489","35"
"1713","008872009/20161016/IC3812","125"
"1714","008872009/20161016/IC3812","125"
"1715","008841525/20161016/IC3834","125"
"1716","008841525/20161016/IC3834","125"
"1717","008819406/20161016/IC2614","36"
"1718","008819406/20161016/IC2614","36"
"1719","008832458/20161016/IC4342","15"
"1720","008831401/20161016/IC2940","16"
"1721","008896800/20161016/IC2314","66"
"1722","008892007/20161016/IC515","50"
"1723","008892007/20161016/IC515","50"
"1724","008892007/20161016/IC516","50"
"1725","008813003/20161016/IC516","36"
"1726","008814001/20161016/IC540","50A"
"1727","008895802/20161016/IC2242","50"
"1728","008883006/20161016/IC3720","96"
"1729","008812005/20161016/IC9231","36"
"1730","008833001/20161016/IC1507","36"
"1731","008822004/20161016/IC3343","25"
"1732","008872009/20161016/IC2007","124"
"1733","008892106/20161016/P7997","75-73"
"1734","8821006/20161016/IC3342","25"
"1735","008841608/20161017/L5555","34"
"1736","008841608/20161017/L5555","34"
"1737","008841202/20161017/P7444","36"
"1738","008891702/20161017/IC408","50A"
"1739","008831005/20161017/IC2229","35"
"1740","008833001/20161017/IC3630","36"
"1741","008896396/20161017/IC729","69"
"1742","008896149/20161017/IC407","89"
"1743","008841202/20161017/P7444","36"
"1744","008885704/20161017/IC3207","94"
"1745","008885704/20161017/IC3207","94"
"1746","008885753/20161017/IC3207","94"
"1747","008885753/20161017/IC3207","94"
"1748","008811445/20161017/S83957","161"
"1749","008812153/20161017/S32278","60"
"1750","008893120/20161017/IC1828","59"
"1751","008885001/20161017/IC3207","94"
"1752","008885001/20161017/IC3207","94"
"1753","008886348/20161017/IC3207","94"
"1754","008891009/20161017/IC1808","50A"
"1755","008833001/20161017/P7401","36"
"1756","008892007/20161017/IC408","50"
"1757","008812005/20161017/P7401","0"
"1758","008813003/20161017/P7401","0"
"1759","008832375/20161017/IC1532","36"
"1760","008814001/20161017/THA9315","25"
"1761","008814001/20161017/IC3730","96"
"1762","008814001/20161017/IC3610","0"
"1763","008891009/20161017/IC511","50A"
"1764","008892007/20161017/IC3608","50"
"1765","008896008/20161017/P7901","89"
"1766","008843208/20161017/IC3837","125"
"1767","008812005/20161017/IC4515","25"
"1768","008812047/20161017/S102066","0"
"1769","008812211/20161017/S102087","0"
"1770","008811916/20161017/S93265","36"
"1771","008811510/20161017/S83966","161"
"1772","008811536/20161017/S83966","161"
"1773","008811601/20161017/S83966","161"
"1774","008892007/20161017/IC1539","50A"
"1775","008892007/20161017/IC1539","50A"
"1776","008812005/20161017/IC2216","35"
"1777","008813003/20161017/IC2839","50"
"1778","008892007/20161017/L1869","50"
"1779","008819406/20161017/IC9263","25"
"1780","008819406/20161017/IC9263","25"
"1781","008821121/20161017/IC1832","59"
"1782","008821907/20161017/IC4209","15"
"1783","008895000/20161018/IC3604","50"
"1784","008895737/20161018/S67974","90"
"1785","008895802/20161018/IC2228","50"
"1786","008883311/20161018/S61556","94"
"1787","008883311/20161018/P7513","94"
"1788","008833605/20161018/P7302","36"
"1789","008833001/20161018/IC428","36"
"1790","008833001/20161018/IC428","36"
"1791","008896149/20161018/IC407","89"
"1792","008821121/20161018/IC4207","4"
"1793","008872009/20161018/IC929","118"
"1794","008813003/20161018/IC4507","25"
"1795","008893120/20161018/L779","59"
"1796","8893013/20161018/L557","53"
"1797","008892254/20161018/IC3610","73"
"1798","008896008/20161018/IC734","75"
"1799","008812005/20161018/IC2236","50"
"1800","008813003/20161018/P8008","89"
"1801","008892254/20161018/IC3614","73"
"1802","008893179/20161018/L786","50"
"1803","008893179/20161018/L786","50"
"1804","008895646/20161018/S61587","123"
"1805","008895646/20161018/S61587","123"
"1806","008814258/20161018/S93265","124"
"1807","008892007/20161018/IC415","50"
"1808","008812005/20161018/P8305","36"
"1809","008892007/20161018/P8961","75-73"
"1810","008883436/20161018/IC1914","94"
"1811","008895000/20161018/IC3639","50"
"1812","008895091/20161018/IC3639","50"
"1813","008895802/20161018/IC3639","50"
"1814","008811411/20161018/S42166","161"
"1815","008892007/20161018/IC737","59"
"1816","008871308/20161018/L4288","124"
"1817","008814001/20161018/P8801","96"
"1818","008811288/20161018/S93288","36"
"1819","008811288/20161018/S93288","36"
"1820","008812005/20161018/IC2215","36"
"1821","008892007/20161018/P8001","50A"
"1822","008813003/20161018/S11988","124"
"1823","008812252/20161018/S102088","50"
"1824","008813003/20161018/IC417","0"
"1825","008812005/20161018/IC417","36"
"1826","008891009/20161018/IC1839","50A"
"1827","008833605/20161019/IC1728","36"
"1828","008833605/20161019/P7301","36"
"1829","008811189/20161019/IC3106","25"
"1830","008844503/20161019/IC429","37"
"1831","008844008/20161019/IC429","37"
"1832","008844206/20161019/IC429","37"
"1833","008842002/20161019/IC429","37"
"1834","008841004/20161019/IC429","36"
"1835","008821238/20161019/IC3328","25"
"1836","008833001/20161019/IC1729","36"
"1837","008896925/20161019/IC807","66"
"1838","008896925/20161019/IC408","66"
"1839","008892007/20161019/IC408","50"
"1840","008891009/20161019/IC2809","50A"
"1841","008819406/20161019/IC9223","25"
"1842","008822004/20161019/IC9223","25"
"1843","008821121/20161019/IC4230","15"
"1844","008821717/20161019/IC4230","29"
"1845","008895067/20161019/IC2210","50"
"1846","008892304/20161019/IC3611","73"
"1847","008892205/20161019/IC2333","66"
"1848","008893559/20161019/IC4134","50"
"1849","008892007/20161019/L763","58"
"1850","008821121/20161019/IC712","59"
"1851","008812005/20161019/IC3244","94"
"1852","008821121/20161019/IC2012","4"
"1853","008822004/20161019/IC2012","25"
"1854","008812005/20161019/IC2012","25"
"1855","008833001/20161019/IC2637","36"
"1856","008814001/20161019/IC3735","96"
"1857","008814209/20161019/IC2013","124"
"1858","008811106/20161019/S53586","26"
"1859","008861549/20161019/L6266","161"
"1860","008833209/20161019/L2859","35"
"1861","008811916/20161019/IC2137","0"
"1862","008814001/20161019/IC1515","0"
"1863","008811916/20161019/IC2137","0"
"1864","008813003/20161019/P8007","50A"
"1865","008812005/20161019/S11966","25"
"1866","008812005/20161019/S11966","25"
"1867","008892007/20161019/IC539","50A"
"1868","008892007/20161019/IC2831","50A"
"1869","008892007/20161019/IC2831","50A"
"1870","008821006/20161019/IC3139","25"
"1871","8822004/20161019/IC2017","25"
"1872","008881166/20161019/L4891","90"
"1873","008885001/20161019/L4880","78"
"1874","008841202/20161020/P7444","36"
"1875","008841202/20161020/P7444","36"
"1876","008896008/20161020/IC407","75"
"1877","008821006/20161020/IC4530","25"
"1878","008821006/20161020/IC4530","25"
"1879","008821006/20161020/IC4530","25"
"1880","008821006/20161020/THA9994","25"
"1881","008821006/20161020/IC3329","25"
"1882","008833209/20161020/P7305","36"
"1883","8821121/20161020/IC2029","25"
"1884","008814001/20161020/IC1506","0"
"1885","008831807/20161020/IC1534","50A"
"1886","008831807/20161020/IC1506","21"
"1887","008821006/20161020/IC3131","25"
"1888","008831005/20161020/IC2234","35"
"1889","8833001/20161020/L2855","53"
"1890","008812005/20161020/IC515","36"
"1891","008812005/20161020/IC515","36"
"1892","008821717/20161020/L2966","15"
"1893","008832458/20161020/L2966","19"
"1894","008832433/20161020/L2966","19"
"1895","008813003/20161020/P8401","36"
"1896","008813003/20161020/IC1718","0"
"1897","008812005/20161020/IC1718","36"
"1898","008833001/20161020/IC1718","36"
"1899","008822004/20161020/IC4542","25"
"1900","008892080/20161020/IC441","75"
"1901","008812005/20161020/IC3605","36"
"1902","008814001/20161020/IC3605","0"
"1903","008893708/20161021/L776","58"
"1904","008892007/20161021/IC4106","50"
"1905","008841202/20161021/P7444","36"
"1906","008893013/20161021/L577","50"
"1907","008833001/20161021/IC1529","36"
"1908","008814308/20161021/IC3206","96"
"1909","008814308/20161021/S61556","96"
"1910","008814308/20161021/S23657","96"
"1911","008894425/20161021/IC3229","60"
"1912","008833001/20161021/IC529","36"
"1913","008833001/20161021/IC1508","36"
"1914","008833233/20161021/IC2911","35"
"1915","008892007/20161021/IC4117","53"
"1916","008812047/20161021/IC3210","60"
"1917","008814001/20161021/IC2234","50"
"1918","008831005/20161021/IC1512","21"
"1919","008831310/20161021/IC5385","34"
"1920","008892007/20161021/IC735","59"
"1921","008894508/20161021/IC735","59"
"1922","008814308/20161021/IC1936","94"
"1923","008841202/20161021/L5165","36"
"1924","008892007/20161021/P8998","75-73"
"1925","008892007/20161021/P8998","75-73"
"1926","008892007/20161021/P8998","75-73"
"1927","008892007/20161021/P8998","75-73"
"1928","008892007/20161021/P8998","75-73"
"1929","008892007/20161021/P8998","75-73"
"1930","008812005/20161021/P8444","36"
"1931","008892007/20161021/IC1537","50A"
"1932","008813003/20161021/IC1514","0"
"1933","008812005/20161021/IC1514","36"
"1934","008833001/20161021/IC1514","36"
"1935","008896149/20161021/IC715","75"
"1936","008833001/20161021/P8363","35"
"1937","008894508/20161021/IC737","59"
"1938","008812005/20161021/IC4516","25"
"1939","8893401/20161021/L588","53"
"1940","008833001/20161021/IC2616","35"
"1941","008884004/20161021/IC941","78"
"1942","008833001/20161021/IC1515","36"
"1943","008833001/20161021/IC1515","36"
"1944","008833001/20161021/IC1515","36"
"1945","008833001/20161021/IC1515","36"
"1946","008833001/20161021/IC1515","36"
"1947","008833001/20161021/IC1515","36"
"1948","008833001/20161021/IC1515","36"
"1949","008833209/20161021/L2867","35"
"1950","008812005/20161021/IC1717","36"
"1951","008833001/20161021/IC2639","36"
"1952","008821600/20161021/IC3441","25"
"1953","008892007/20161021/IC3619","50"
"1954","008891009/20161022/IC507","50A"
"1955","008892007/20161022/IC3606","50"
"1956","008814001/20161022/IC3708","36"
"1957","008891140/20161022/IC1507","50A"
"1958","008891009/20161022/IC508","50A"
"1959","008881158/20161022/L4858","96"
"1960","008881000/20161022/IC3830","97"
"1961","008814001/20161022/IC534","50A"
"1962","008833001/20161022/IC3637","36"
"1963","008892007/20161022/IC1834","50A"
"1964","008833001/20161022/IC3637","36"
"1965","008892007/20161022/IC713","75"
"1966","008811189/20161022/IC3316","25"
"1967","008833001/20161022/IC1538","36"
"1968","008821402/20161022/L2580","12"
"1969","008821006/20161022/IC9220","25"
"1970","008813003/20161022/IC9260","0"
"1971","008894508/20161023/IC1806","59"
"1972","008894508/20161023/IC1806","59"
"1973","008831005/20161023/IC1532","53"
"1974","008885001/20161023/IC3832","94"
"1975","008819406/20161023/IC2834","36"
"1976","008813003/20161023/S86568","161"
"1977","008812005/20161023/IC545","0"
"1978","008892007/20161023/IC517","50"
"1979","008812047/20161023/S102090","0"
"1980","8814001/20161023/IC1541","50"
"1981","008813003/20161023/IC1541","50"
"1982","008891140/20161023/IC1541","50A"
"1983","008892007/20161023/IC1541","50A"
"1984","008814001/20161023/IC1541","50"
"1985","008813003/20161023/IC1919","0"
"1986","008831005/20161023/IC1544","35"
"1987","008892106/20161023/L870","53"
"1988","008892007/20161023/L870","50"
"1989","008892106/20161023/L870","75-73"
"1990","008892080/20161023/L870","75-73"
"1991","008892007/20161023/L870","50"
"1992","008821006/20161023/IC2621","36"
"1993","008821006/20161023/IC2621","4"
"1994","008892007/20161023/IC1507","53"
"1995","008892007/20161024/IC506","50"
"1996","008896149/20161024/IC407","89"
"1997","008893179/20161024/P7013","50"
"1998","008891009/20161024/IC1507","50A"
"1999","008811189/20161024/IC3429","25"
"2000","008863008/20161024/IC4629","161"
"2001","008814308/20161024/S23660","96"
"2002","008814001/20161024/IC2309","0"
"2003","008814001/20161024/IC2309","0"
"2004","008892007/20161024/IC533","50A"
"2005","008863008/20161024/L6283","161"
"2006","008813003/20161024/S86564","0"
"2007","008812005/20161024/IC537","50"
"2008","008892007/20161024/IC537","50A"
"2009","008813003/20161024/IC2836","50"
"2010","008811288/20161024/S23688","36"
"2011","008883006/20161024/P8770","108"
"2012","008883006/20161024/P8770","108"
"2013","008812005/20161024/IC2215","35"
"2014","008813003/20161024/S11787","124"
"2015","008813003/20161024/IC1538","50A"
"2016","008883006/20161024/P8801","96"
"2017","008811510/20161024/S83966","161"
"2018","008896008/20161024/IC417","75"
"2019","008892007/20161024/IC716","75"
"2020","008892007/20161024/IC716","75"
"2021","008891009/20161024/IC517","50A"
"2022","008812005/20161024/IC539","0"
"2023","008841004/20161024/L5189","36"
"2024","008841004/20161024/L5189","36"
"2025","008812005/20161024/IC2216","35"
"2026","008831005/20161024/P8303","21"
"2027","008821121/20161024/IC4541","25"
"2028","008892205/20161024/IC3641","73"
"2029","008892205/20161024/IC3641","73"
"2030","008819406/20161024/IC3617","36"
"2031","008821006/20161024/IC2045","25"
"2032","008895000/20161024/IC3630","50"
"2033","008895000/20161024/IC3630","50"
"2034","008872009/20161025/IC3805","130"
"2035","008841202/20161025/P7444","36"
"2036","008811189/20161025/IC3429","25"
"2037","008814118/20161025/S11978","124"
"2038","008811197/20161025/S73478","26"
"2039","008882206/20161025/IC906","118"
"2040","008883006/20161025/IC3437","108"
"2041","008896149/20161025/IC407","89"
"2042","008833001/20161025/IC1729","36"
"2043","008833001/20161025/IC1729","36"
"2044","008892007/20161025/IC2807","50"
"2045","008896925/20161025/IC408","66"
"2046","008822343/20161025/S11756","25"
"2047","008833001/20161025/IC1530","36"
"2048","8893013/20161025/L557","53"
"2049","008891009/20161025/IC509","50A"
"2050","8811130/20161024/S23766","36"
"2051","008892007/20161025/533","50A"
"2052","008831005/20161025/IC2236","35"
"2053","008822004/20161025/S53385","25"
"2054","008833209/20161025/IC2637","35"
"2055","008813003/20161025/IC2237","0"
"2056","008813003/20161025/P8400","36"
"2057","008833605/20161025/IC1514","21"
"2058","008811130/20161025/S23665","36"
"2059","008811213/20161025/S23665","36"
"2060","008811221/20161025/S23665","36"
"2061","008811247/20161025/S23665","36"
"2062","008811254/20161025/S23665","36"
"2063","008811262/20161025/S23665","36"
"2064","008811270/20161025/S23665","36"
"2065","008813003/20161025/IC3239","94"
"2066","008841608/20161025/IC5367","34"
"2067","008811916/20161025/IC4039","161"
"2068","008892007/20161025/IC539","50A"
"2069","008892205/20161025/IC839","66"
"2070","008832573/20161025/IC4340","19"
"2071","008811189/20161025/IC3340","25"
"2072","008833001/20161025/IC544","36"
"2073","008872009/20161025/IC3804","125"
"2074","008822004/20161025/S11780","25"
"2075","008822004/20161025/S11780","25"
"2076","008822004/20161025/S11780","25"
"2077","008891009/20161025/P7053","50A"
"2078","008891009/20161025/P8051","50A"
"2079","008891009/20161025/IC1516","50A"
"2080","008891009/20161025/L559","50A"
"2081","008891009/20161025/L559","50A"
"2082","008811304/20161026/IC2527","36"
"2083","008811510/20161026/S83977","161"
"2084","008814001/20161026/IC3205","0"
"2085","008896149/20161026/IC407","89"
"2086","008871100/20161026/IC4507","124"
"2087","008833001/20161026/IC3631","36"
"2088","008819406/20161026/IC3631","36"
"2089","008812005/20161026/IC3631","0"
"2090","008813003/20161026/IC3631","0"
"2091","008864345/20161026/IC2129","161"
"2092","008822004/20161026/IC3308","25"
"2093","008833209/20161026/P7306","36"
"2094","008886348/20161026/IC3206","94"
"2095","008883311/20161026/IC3206","94"
"2096","008812237/20161026/S107016","0"
"2097","008891009/20161026/IC510","50A"
"2098","008821717/20161026/IC3433","27"
"2099","008814308/20161026/IC3210","96"
"2100","008814001/20161026/IC411","36"
"2101","008821196/20161026/L2682","52"
"2102","008813003/20161026/IC1711","36"
"2103","008821006/20161026/IC3137","25"
"2104","008886009/20161026/P8589","90"
"2105","008892106/20161026/IC416","50"
"2106","008814001/20161026/P8741","96"
"2107","008814001/20161026/IC1515","36"
"2108","008814001/20161026/S11988","124"
"2109","008814118/20161026/S11988","124"
"2110","008813003/20161026/P8303","0"
"2111","008813003/20161026/P8303","0"
"2112","008813003/20161026/P8303","0"
"2113","008812005/20161026/P8303","36"
"2114","008833001/20161026/P8303","36"
"2115","008822004/20161026/S11977","25"
"2116","008892007/20161026/IC539","50A"
"2117","008814001/20161026/IC3439","96"
"2118","008822004/20161027/IC2606","25"
"2119","8892007/20161027/P7008","50"
"2120","008891009/20161027/IC1808","50A"
"2121","008833001/20161027/IC3631","36"
"2122","008822004/20161027/S11779","25"
"2123","8893013/20161027/L557","53"
"2124","008811601/20161027/IC2129","161"
"2125","8892007/20161027/IC2808","50"
"2126","8892007/20161027/IC2808","50"
"2127","008833001/20161027/IC1531","53"
"2128","8812005/20161027/IC2415","0"
"2129","008833001/20161027/L2466","35"
"2130","008872009/20161027/L4587","140"
"2131","008872009/20161027/L4587","140"
"2132","8813003/20161027/P8604","161"
"2133","8811601/20161027/IC2436","161"
"2134","8811601/20161027/IC2436","161"
"2135","008892007/20161027/L789","75-73"
"2136","008892007/20161027/IC537","50A"
"2137","008814001/20161027/IC538","50"
"2138","008892007/20161027/IC437","75-73"
"2139","008812005/20161027/S23665","36"
"2140","008814001/20161027/P8002","50"
"2141","008813003/20161027/IC439","50"
"2142","008814001/20161027/IC517","36"
"2143","008883212/20161027/L4359","108"
"2144","008883006/20161027/IC1730","96"
"2145","008812005/20161028/IC415","36"
"2146","008841004/20161028/THA9412","36"
"2147","008896008/20161028/IC2313","89"
"2148","008896412/20161028/IC736","69"
"2149","008814258/20161028/S11757","124"
"2150","008883006/20161028/IC3406","96"
"2151","008821071/20161028/P7200","12"
"2152","008812005/20161028/P7801","0"
"2153","008821006/20161028/IC3129","25"
"2154","008821006/20161028/IC3129","25"
"2155","008813003/20161028/IC3210","60"
"2156","008893120/20161028/IC1836","50A"
"2157","008813003/20161028/IC2834","0"
"2158","008813003/20161028/IC2834","50"
"2159","8892007/20161028/IC512","50"
"2160","8891009/20161028/IC1813","50A"
"2161","008892007/20161028/IC2814","50"
"2162","008811007/20161028/S68574","0"
"2163","008814001/20161028/IC415","36"
"2164","008813003/20161028/IC415","36"
"2165","008812005/20161028/IC415","36"
"2166","008813003/20161028/IC515","36"
"2167","008895455/20161028/P8901","89"
"2168","008895000/20161028/P8011","50"
"2169","008821006/20161028/IC2917","36"
"2170","008821121/20161028/IC1830","59"
"2171","008814001/20161028/IC439","50"
"2172","008814001/20161028/IC540","50"
"2173","008811189/20161028/S11970","25"
"2174","008822004/20161029/IC9219","25"
"2175","008831005/20161029/IC2929","35"
"2176","008833209/20161029/IC2929","16"
"2177","008821600/20161029/IC2929","15"
"2178","008821600/20161029/IC2929","15"
"2179","008892007/20161029/IC1530","50A"
"2180","008891140/20161029/IC1510","50A"
"2181","008821006/20161029/IC9224","25"
"2182","008813003/20161029/IC1532","0"
"2183","008891009/20161029/IC1534","51"
